name,owner,stars,language,pr_number,pr_title,pr_state,pr_author,pr_created_at,pr_closed_at,pr_merged_at,pr_is_merged,pr_base_branch,pr_head_branch,pr_additions,pr_deletions,pr_changed_files,pr_total_changes,pr_comments_count,pr_reviews_count,pr_review_requests_count,pr_commits_count,pr_participants_count,pr_assignees_count,pr_labels,pr_labels_count,pr_review_decision,pr_is_draft,pr_lifetime_hours,pr_time_to_merge_hours,has_code_review
free-programming-books,EbookFoundation,370951,Python,11781,Added Playground for different languages,MERGED,Ajay-singh1,2024-12-08T07:59:22Z,2024-12-21T23:30:22Z,2024-12-21T23:30:22Z,True,main,patch-1,10,2,1,12,19,3,0,28,4,0,,0,CHANGES_REQUESTED,False,327.51666666666665,327.51666666666665,True
free-programming-books,EbookFoundation,370951,Python,11755,Add AI Safety for Fleshy Humans,MERGED,opticaldrive,2024-11-08T22:05:28Z,2024-11-10T01:18:01Z,2024-11-10T01:18:01Z,True,main,main,1,0,1,1,0,3,0,2,3,0,question,1,,False,27.20916666666667,27.20916666666667,True
free-programming-books,EbookFoundation,370951,Python,11745,Update Dead Links for Compiler Design Books,MERGED,zedsalim,2024-11-03T18:27:04Z,2024-11-04T18:50:53Z,2024-11-04T18:50:53Z,True,main,main,2,2,1,4,1,3,0,2,2,0,,0,CHANGES_REQUESTED,False,24.396944444444443,24.396944444444443,True
free-programming-books,EbookFoundation,370951,Python,11736,Added 5 more Next.js courses to free-courses-hi.md,MERGED,akshat3144,2024-10-30T22:48:40Z,2024-11-01T12:41:12Z,2024-11-01T12:41:12Z,True,main,main,5,0,1,5,12,3,0,12,2,0,waiting for changes,1,CHANGES_REQUESTED,False,37.87555555555556,37.87555555555556,True
free-programming-books,EbookFoundation,370951,Python,11724,change form al arabiya to al-arabiya,CLOSED,ArcNasss,2024-10-30T02:45:56Z,2025-05-22T00:17:19Z,,False,main,patch-1,1,1,1,2,2,3,0,1,2,0,question|stale,2,,False,4893.523055555555,,True
free-programming-books,EbookFoundation,370951,Python,11710,Fixed Existing Tamil Language Books file,MERGED,Ratheshan03,2024-10-28T08:45:54Z,2024-10-28T19:58:13Z,2024-10-28T19:58:13Z,True,main,Ratheshan03-update-tamil-books,7,7,1,14,1,3,0,3,2,0,waiting for changes,1,CHANGES_REQUESTED,False,11.205277777777777,11.205277777777777,True
free-programming-books,EbookFoundation,370951,Python,11701,[NEW COURSE] Added CodeWithHarry's latest course on C,CLOSED,Shikhrrr,2024-10-27T14:20:46Z,2025-05-22T00:17:23Z,,False,main,patch-1,1,1,1,2,2,3,0,2,2,0,waiting for changes|stale,2,,False,4953.943611111111,,True
free-programming-books,EbookFoundation,370951,Python,11697,Added Nextjs Resources in free-courses-ur.md,MERGED,HRIDYANSHU054,2024-10-27T09:42:16Z,2024-10-27T17:16:43Z,2024-10-27T17:16:43Z,True,main,added/courses/ur/JavaScript/Nextjs/TheTechzeen,6,0,1,6,1,3,0,3,3,0,:rocket: ready to merge,1,APPROVED,False,7.574166666666667,7.574166666666667,True
free-programming-books,EbookFoundation,370951,Python,11695,Added Complete NodeJS + ExpressJS + MongoDB Course by Complete Coding by Prashant Sir to free-courses-hi.md,MERGED,HRIDYANSHU054,2024-10-27T08:39:27Z,2024-10-28T13:20:07Z,2024-10-28T13:20:07Z,True,main,added/courses/hi/JavaScript/Nodejs/PrashantSir,1,0,1,1,1,3,0,3,2,0,waiting for changes,1,,False,28.677777777777777,28.677777777777777,True
free-programming-books,EbookFoundation,370951,Python,11653,Adding (CC BY-NC-ND) license,MERGED,mateus-fernandes20,2024-10-22T23:55:05Z,2024-10-23T21:52:12Z,2024-10-23T21:52:12Z,True,main,patch-1,1,2,1,3,1,3,0,3,2,0,waiting for changes,1,,False,21.951944444444443,21.951944444444443,True
free-programming-books,EbookFoundation,370951,Python,11652,Update free-programming-books-ta.md,CLOSED,0xParcival,2024-10-22T18:28:23Z,2024-10-23T21:51:26Z,,False,main,0xParcival,8,2,1,10,16,3,1,17,2,0,waiting for changes,1,,False,27.384166666666665,,True
free-programming-books,EbookFoundation,370951,Python,11645,Update free-programming-books-langs.md,MERGED,MrCyGuy,2024-10-22T13:42:12Z,2024-10-26T16:52:05Z,2024-10-26T16:52:05Z,True,main,main,4,0,1,4,3,3,1,6,2,0,waiting for changes,1,CHANGES_REQUESTED,False,99.16472222222222,99.16472222222222,True
free-programming-books,EbookFoundation,370951,Python,11589,Update free-courses-en.md,MERGED,Divyanshu9794,2024-10-16T10:30:08Z,2024-10-18T00:51:40Z,2024-10-18T00:51:40Z,True,main,patch-13,1,0,1,1,1,3,0,4,3,0,waiting for changes,1,,False,38.35888888888889,38.35888888888889,True
free-programming-books,EbookFoundation,370951,Python,11587,feat: add vim resources,MERGED,dagenius007,2024-10-16T09:39:47Z,2024-10-18T14:48:08Z,2024-10-18T14:48:08Z,True,main,vim-resource,6,0,1,6,4,3,0,5,2,0,waiting for changes,1,,False,53.13916666666667,53.13916666666667,True
free-programming-books,EbookFoundation,370951,Python,11582,Added neovim resources,CLOSED,manvith12,2024-10-16T05:15:21Z,2024-10-17T02:29:23Z,,False,main,adds,2,1,1,3,7,3,0,6,3,0,waiting for changes,1,CHANGES_REQUESTED,False,21.233888888888888,,True
public-apis,public-apis,366880,Python,3075,Add Hirak Translation to Text Analysis,MERGED,FayeNichols,2022-02-27T10:19:33Z,2022-03-11T05:45:55Z,2022-03-11T05:45:55Z,True,master,patch-1,1,0,1,1,2,3,0,3,2,0,,0,,False,283.43944444444446,283.43944444444446,True
public-apis,public-apis,366880,Python,3072,Add Lecto Translation to Text Analysis,MERGED,AgrimPrasad,2022-02-26T13:00:31Z,2022-03-06T04:27:23Z,2022-03-06T04:27:23Z,True,master,patch-1,1,0,1,1,5,3,0,3,2,0,awaiting PR evolution,1,,False,183.4477777777778,183.4477777777778,True
public-apis,public-apis,366880,Python,3038,Add GraphQL Pokemon API to Games & Comics,MERGED,favna,2022-01-29T16:12:06Z,2022-01-31T23:42:40Z,2022-01-31T23:42:40Z,True,master,feat/add-graphql-pokemon,1,0,1,1,0,3,0,1,2,0,,0,,False,55.50944444444445,55.50944444444445,True
public-apis,public-apis,366880,Python,3006,Add Catboy API to Anime Category,MERGED,Tech1k,2022-01-13T02:10:15Z,2022-01-13T06:06:29Z,2022-01-13T06:06:29Z,True,master,patch-1,1,0,1,1,0,3,0,1,2,0,awaiting PR evolution,1,,False,3.937222222222222,3.937222222222222,True
public-apis,public-apis,366880,Python,2994,Added Excuser API in Entertainment Category,MERGED,kd1729,2022-01-06T14:28:27Z,2022-01-07T18:58:08Z,2022-01-07T18:58:08Z,True,master,master,1,0,1,1,0,3,0,4,2,0,awaiting PR evolution|alphabetical ordering is required,2,,False,28.494722222222222,28.494722222222222,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62412,chore(curriculum): removing welcome block from FSD cert,MERGED,jdwilkin4,2025-09-29T16:23:25Z,2025-09-29T17:35:00Z,2025-09-29T17:35:00Z,True,main,remove-welcome-videos,0,597,8,597,1,2,1,1,3,1,scope: curriculum|platform: learn|scope: i18n|full stack cert,4,APPROVED,False,1.1930555555555555,1.1930555555555555,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62410,"chore(i18n,client): processed translations",MERGED,camperbot,2025-09-29T12:27:09Z,2025-09-29T14:10:10Z,2025-09-29T14:10:10Z,True,main,i18n-sync-client,500,40,20,540,0,2,0,1,3,0,platform: learn|scope: i18n|crowdin-sync,3,APPROVED,False,1.7169444444444444,1.7169444444444444,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62407,feat(curriculum): add smallest common multiple lab,MERGED,larymak,2025-09-29T09:01:05Z,2025-09-29T12:26:15Z,2025-09-29T12:26:14Z,True,main,feat(curriculum)-add-smallest-common-multiple-lab,126,4,5,130,0,2,0,1,3,0,status: waiting review|scope: curriculum|platform: learn|scope: i18n|full stack cert,5,APPROVED,False,3.4194444444444443,3.4191666666666665,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62405,fix(curriculum): typo in top introduction to flexbox challenge type 15,MERGED,clarencepenz,2025-09-29T07:57:31Z,2025-09-29T11:09:40Z,2025-09-29T11:09:40Z,True,main,fix-typo-in-top-introduction-to-flexbox-challenge-type-15,1,1,1,2,0,2,0,1,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,3.2025,3.2025,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62404,fix(api): 400 for exam-challenge route with no params,MERGED,ShaunSHamilton,2025-09-29T07:17:01Z,2025-09-29T13:26:29Z,2025-09-29T13:26:29Z,True,main,fix_exam-challenge-query,20,0,2,20,0,2,0,1,3,0,platform: api,1,APPROVED,False,6.157777777777778,6.157777777777778,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62390,fix(curriculum): typo in workshop emoji reactor Step 14,MERGED,clarencepenz,2025-09-27T05:48:49Z,2025-09-27T14:25:31Z,2025-09-27T14:25:31Z,True,main,typo-in-workshop-emoji-reactor-Step-14,1,1,1,2,0,2,0,1,3,0,scope: curriculum,1,APPROVED,False,8.611666666666666,8.611666666666666,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62389,fix(curriculum): 2 typos in the dom click events and web api lecture,MERGED,swdev33,2025-09-27T01:04:11Z,2025-09-27T04:58:48Z,2025-09-27T04:58:48Z,True,main,typos,2,2,2,4,1,2,0,1,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,3.910277777777778,3.910277777777778,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62385,test(challenge-parser): improve validate-sections test,MERGED,huyenltnguyen,2025-09-26T20:22:17Z,2025-09-27T13:22:22Z,2025-09-27T13:22:22Z,True,main,test/validate-markers,15,102,2,117,0,2,0,1,3,0,scope: tools/scripts,1,APPROVED,False,17.00138888888889,17.00138888888889,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62383,fix(curriculum): typo in lecture introduction to git and github,MERGED,clarencepenz,2025-09-26T17:54:50Z,2025-09-26T19:46:59Z,2025-09-26T19:46:59Z,True,main,fix---typo-in-lecture-introduction-to-git-and-github,1,1,1,2,0,2,0,1,3,0,status: waiting review|scope: curriculum|full stack cert,3,APPROVED,False,1.8691666666666666,1.8691666666666666,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62382,fix(curriculum): correct arguments for `isNotEmpty`,MERGED,Thunderer44,2025-09-26T16:48:10Z,2025-09-26T19:10:02Z,2025-09-26T19:10:02Z,True,main,main,2,2,2,4,3,2,0,1,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,2.3644444444444446,2.3644444444444446,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62378,"fix(curriculum): correct typo in Navbar (""remainder"" → ""reminder"")",MERGED,AamishB,2025-09-26T10:16:19Z,2025-09-26T11:14:47Z,2025-09-26T11:14:47Z,True,main,fix/typo-in-navbar,1,1,1,2,0,2,0,1,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,0.9744444444444444,0.9744444444444444,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62369,fix(curriculum): correct casing of JavaScript,MERGED,pdtrang,2025-09-25T23:43:24Z,2025-09-26T04:19:42Z,2025-09-26T04:19:42Z,True,main,main,2,2,2,4,1,2,0,1,3,0,status: waiting review|scope: curriculum|platform: learn,3,APPROVED,False,4.605,4.605,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62359,fix(curriculum): update organises to organizes,MERGED,Giftea,2025-09-25T10:21:56Z,2025-09-25T12:40:29Z,2025-09-25T12:40:29Z,True,main,update-organises-to-organizes,1,1,1,2,0,2,0,1,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,2.3091666666666666,2.3091666666666666,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62356,fix(curriculum): rephrase the fillArrContainer description,MERGED,Ahm3rIjaz,2025-09-25T08:43:04Z,2025-09-25T09:55:57Z,2025-09-25T09:55:57Z,True,main,rephrase-sorting-visualizer,2,2,1,4,0,2,0,1,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,1.2147222222222223,1.2147222222222223,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62353,fix(curriculum): correct formatting in Python print function lecture,MERGED,ismaeeelxd,2025-09-25T07:55:10Z,2025-09-25T08:33:39Z,2025-09-25T08:33:39Z,True,main,fix/typo-in-python-lec,3,3,1,6,1,2,0,1,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,0.6413888888888889,0.6413888888888889,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62345,"chore(i18n,client): processed translations",MERGED,camperbot,2025-09-24T12:26:36Z,2025-09-25T06:02:28Z,2025-09-25T06:02:28Z,True,main,i18n-sync-client,662,10,10,672,0,2,0,1,3,0,platform: learn|scope: i18n|crowdin-sync,3,APPROVED,False,17.59777777777778,17.59777777777778,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62332,fix(curriculum): correct spelling from behaviours to behavior,MERGED,Giftea,2025-09-23T15:24:29Z,2025-09-23T16:28:09Z,2025-09-23T16:28:09Z,True,main,fix-behaviour-spelling,1,1,1,2,0,2,0,2,3,0,status: waiting review|scope: curriculum|full stack cert,3,APPROVED,False,1.0611111111111111,1.0611111111111111,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62331,refactor: clearer errors for curriculum tests,MERGED,ojeytonwilliams,2025-09-23T15:20:12Z,2025-09-23T18:10:29Z,2025-09-23T18:10:29Z,True,main,fix/curriculum-cli-test-errors,7,7,1,14,1,2,0,1,3,0,,0,APPROVED,False,2.8380555555555556,2.8380555555555556,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62330,refactor: remove jest and lint vitest,MERGED,ojeytonwilliams,2025-09-23T14:26:14Z,2025-09-24T07:27:03Z,2025-09-24T07:27:03Z,True,main,chore/remove-jest,253,1813,25,2066,1,2,0,6,3,0,platform: api|platform: learn|scope: tools/scripts,3,APPROVED,False,17.01361111111111,17.01361111111111,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62329,feat(curriculum): Add two new chapters to A1 Spanish,MERGED,nieldakarla,2025-09-23T14:14:00Z,2025-09-23T14:43:50Z,2025-09-23T14:43:50Z,True,main,feat/es-a1-add-2chapters,359,0,14,359,0,2,0,2,3,0,scope: curriculum|platform: learn|scope: i18n|professional spanish,4,APPROVED,False,0.49722222222222223,0.49722222222222223,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62327,fix(curriculum): typo in lecture introduction to git and github,MERGED,clarencepenz,2025-09-23T13:10:28Z,2025-09-23T13:52:48Z,2025-09-23T13:52:48Z,True,main,fix-typo-in-lecture-introduction-to-git-and-github,1,1,1,2,0,2,0,1,3,0,scope: curriculum,1,APPROVED,False,0.7055555555555556,0.7055555555555556,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62324,fix(curriculum): fix typo from MediaeError to MediaError,MERGED,Giftea,2025-09-23T11:51:18Z,2025-09-23T12:52:02Z,2025-09-23T12:52:02Z,True,main,fix-mediaeerror-typo,1,1,1,2,0,2,0,1,3,0,scope: curriculum,1,APPROVED,False,1.0122222222222221,1.0122222222222221,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62319,fix(curriculum): typo in workshop media catalogue,MERGED,clarencepenz,2025-09-23T00:16:10Z,2025-09-23T07:05:57Z,2025-09-23T07:05:57Z,True,main,fix--typo-in-workshop-media-catalogue,1,1,1,2,2,2,0,2,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,6.829722222222222,6.829722222222222,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62317,fix(curriculum): rephrased instructions for assigning the variable currentContent,MERGED,l3onhard,2025-09-22T20:41:40Z,2025-09-23T05:00:32Z,2025-09-23T05:00:32Z,True,main,fix/inaccurate-instruction-in-build-a-note-taking-app-step-7,7,7,1,14,2,2,0,1,3,0,status: waiting review|scope: curriculum|full stack cert,3,APPROVED,False,8.314444444444444,8.314444444444444,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62314,fix(curriculum): fix typo from correspondant to correspondent,MERGED,Giftea,2025-09-22T16:23:17Z,2025-09-22T17:01:57Z,2025-09-22T17:01:57Z,True,main,fix-correspondant-typo,1,1,1,2,0,2,0,1,3,0,status: waiting review|scope: curriculum|full stack cert,3,APPROVED,False,0.6444444444444445,0.6444444444444445,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62312,fix(curriculum): update references to 'coach' to 'headCoach' in user story description,MERGED,prateekbisht23,2025-09-22T15:34:50Z,2025-09-22T17:50:22Z,2025-09-22T17:50:22Z,True,main,fix/headcoach-display-issue,2,2,1,4,0,2,0,1,3,0,status: waiting review|scope: curriculum|full stack cert,3,APPROVED,False,2.258888888888889,2.258888888888889,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62311,fix(curriculum): Make Build an Optional Arguments Sum Function visible,MERGED,Giftea,2025-09-22T15:19:35Z,2025-09-22T17:12:06Z,2025-09-22T17:12:06Z,True,main,set-lab-isUpcomingChange-false,1,1,1,2,0,2,0,1,3,0,status: waiting review|full stack cert,2,APPROVED,False,1.8752777777777778,1.8752777777777778,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62309,refactor(curriculum): expand the editable region in Decimal to Binary workshop Step 18,MERGED,ppl-call-me-tima,2025-09-22T13:57:07Z,2025-09-22T14:44:12Z,2025-09-22T14:44:12Z,True,main,fix/update-editable-region-step-18,2,2,1,4,0,2,0,1,3,0,status: waiting review|scope: curriculum|full stack cert,3,APPROVED,False,0.7847222222222222,0.7847222222222222,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62308,fix(curriculum): daily challenge 42 test,MERGED,moT01,2025-09-22T13:29:24Z,2025-09-22T13:57:47Z,2025-09-22T13:57:47Z,True,main,fix/daily-challenge-42,6,6,2,12,0,2,0,1,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,0.47305555555555556,0.47305555555555556,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62306,"chore(i18n,client): processed translations",MERGED,camperbot,2025-09-22T12:26:25Z,2025-09-23T09:52:17Z,2025-09-23T09:52:17Z,True,main,i18n-sync-client,180,40,10,220,3,2,0,1,3,0,status: waiting review|platform: learn|scope: i18n|crowdin-sync,4,APPROVED,False,21.43111111111111,21.43111111111111,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62305,fix(curriculum): change 'display' to 'return' in lab-voting-system challenge,MERGED,shokuyansh,2025-09-22T10:53:45Z,2025-09-22T14:42:35Z,2025-09-22T14:42:35Z,True,main,fix-return-message,1,1,1,2,3,2,0,1,3,0,status: waiting review|scope: curriculum|full stack cert,3,APPROVED,False,3.813888888888889,3.813888888888889,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62302,fix(curriculum): typo fix in JavaScript Fundamentals,MERGED,VivekKavala,2025-09-22T03:57:15Z,2025-09-22T11:08:33Z,2025-09-22T11:08:33Z,True,main,main,1,1,1,2,5,2,0,2,4,0,status: waiting review|scope: curriculum,2,APPROVED,False,7.1883333333333335,7.1883333333333335,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62301,fix(curriculum): typo in daily coding challenges py & js,MERGED,clarencepenz,2025-09-21T23:38:57Z,2025-09-22T09:34:57Z,2025-09-22T09:34:57Z,True,main,fix--typo-in-daily-coding-challenges-py-and-js,4,4,2,8,0,2,0,1,3,0,scope: curriculum,1,APPROVED,False,9.933333333333334,9.933333333333334,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62300,fix(curriculum): typos and missing words in Places and Events,MERGED,Supravisor,2025-09-21T23:38:19Z,2025-09-23T10:48:37Z,2025-09-23T10:48:37Z,True,main,places&events,6,6,6,12,0,2,1,1,4,0,status: waiting review|scope: curriculum|english for developers,3,APPROVED,False,35.17166666666667,35.17166666666667,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62295,fix(curriculum): typo in workshop description,MERGED,Supravisor,2025-09-21T19:23:01Z,2025-09-21T21:06:14Z,2025-09-21T21:06:14Z,True,main,planetsTablist,1,1,1,2,0,2,0,1,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,1.7202777777777778,1.7202777777777778,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62283,fix(curriculum):  typo in workshop media catalogue,MERGED,clarencepenz,2025-09-20T23:36:54Z,2025-09-21T15:10:27Z,2025-09-21T15:10:27Z,True,main,fix-typo-in-workshop-media-catalogue,2,2,2,4,0,2,0,1,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,15.559166666666666,15.559166666666666,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62277,fix: change 'of' to 'or' in this Python lecture,MERGED,ENAwareness,2025-09-19T16:01:18Z,2025-09-19T16:56:36Z,2025-09-19T16:56:36Z,True,main,fix/python-lecture-typo,1,1,1,2,1,2,0,1,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,0.9216666666666666,0.9216666666666666,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62275,refactor: remove invariant,MERGED,ojeytonwilliams,2025-09-19T14:20:10Z,2025-09-19T17:36:20Z,2025-09-19T17:36:20Z,True,main,refactor/no-invariant,8,45,6,53,2,2,0,2,3,0,status: waiting review|scope: tools/scripts,2,APPROVED,False,3.2694444444444444,3.2694444444444444,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62273,fix(curriculum): typo in daily coding challenges py,MERGED,clarencepenz,2025-09-19T13:05:39Z,2025-09-19T16:13:47Z,2025-09-19T16:13:47Z,True,main,fix-typo-daily-coding-challenges-py,2,2,2,4,0,2,0,1,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,3.1355555555555554,3.1355555555555554,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62271,feat(curriculum): add odd Fibonacci sum calc challenge lab,MERGED,larymak,2025-09-19T10:18:02Z,2025-09-25T07:48:53Z,2025-09-25T07:48:53Z,True,main,feat-add-convert-sum-all-odd-fibonacci-lab,124,21,5,145,0,2,0,2,4,0,status: waiting review|scope: curriculum|platform: learn|scope: i18n|full stack cert,5,APPROVED,False,141.51416666666665,141.51416666666665,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62268,fix(challenge-helper-scripts): make `create-language-block` support chapter-based structure,MERGED,huyenltnguyen,2025-09-18T22:47:01Z,2025-09-19T20:36:49Z,2025-09-19T20:36:49Z,True,main,fix/create-language-block,207,13,1,220,0,2,0,2,3,0,scope: tools/scripts,1,APPROVED,False,21.83,21.83,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62267,refactor(challenge-helper-scripts): remove superBlock field from base meta,MERGED,huyenltnguyen,2025-09-18T22:33:51Z,2025-09-19T08:00:36Z,2025-09-19T08:00:36Z,True,main,refactor/remove-super-block-field,0,2,1,2,0,2,0,1,3,0,scope: tools/scripts,1,APPROVED,False,9.445833333333333,9.445833333333333,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62262,fix: allow spaces around element content in workshop hotel feedback form,MERGED,ilenia-magoni,2025-09-18T17:17:26Z,2025-09-19T12:44:20Z,2025-09-19T12:44:20Z,True,main,spaces-workshop-hotel-feedback-form,19,21,10,40,0,2,0,1,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,19.448333333333334,19.448333333333334,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62261,fix: allow spaces around text content of elements in workshop blog page,MERGED,ilenia-magoni,2025-09-18T16:44:10Z,2025-09-19T12:45:29Z,2025-09-19T12:45:29Z,True,main,spaces-workshop-blog-page,7,7,5,14,0,2,0,3,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,20.021944444444443,20.021944444444443,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62260,fix: ensure daily challenge tests run,MERGED,ojeytonwilliams,2025-09-18T16:41:36Z,2025-09-19T08:48:30Z,2025-09-19T08:48:30Z,True,main,fix/daily-challenge-tests,50,37,1,87,0,2,0,2,3,0,,0,APPROVED,False,16.115,16.115,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62259,fix(curriculum): allow spaces in travel agency page,MERGED,ilenia-magoni,2025-09-18T16:30:52Z,2025-09-19T12:46:00Z,2025-09-19T12:46:00Z,True,main,fix-allow-spaces-in-travel-agency-page,4,4,1,8,0,2,0,1,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,20.252222222222223,20.252222222222223,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62258,fix(curriculum): allow spaces in book catalog table lab inside elements,MERGED,ilenia-magoni,2025-09-18T16:13:17Z,2025-09-19T12:47:09Z,2025-09-19T12:47:09Z,True,main,fix-allow-spaces-inside-elelemts,5,5,1,10,0,2,0,1,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,20.564444444444444,20.564444444444444,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62242,"chore(i18n,client): processed translations",MERGED,camperbot,2025-09-17T12:27:08Z,2025-09-17T15:21:32Z,2025-09-17T15:21:32Z,True,main,i18n-sync-client,460,60,10,520,0,2,0,1,3,0,platform: learn|scope: i18n|crowdin-sync,3,APPROVED,False,2.9066666666666667,2.9066666666666667,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62235,fix(curriculum): typo in daily challenge,MERGED,moT01,2025-09-16T21:34:54Z,2025-09-20T00:15:20Z,2025-09-20T00:15:20Z,True,main,fix/typo-in-dc,3,3,2,6,0,2,0,2,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,74.67388888888888,74.67388888888888,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62234,fix(curriculum): make Theme Switcher click events bubble,MERGED,janni1288,2025-09-16T15:32:22Z,2025-09-17T19:27:26Z,2025-09-17T19:27:26Z,True,main,main,2,2,1,4,2,2,0,3,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,27.91777777777778,27.91777777777778,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62221,"chore(i18n,client): processed translations",MERGED,camperbot,2025-09-15T12:26:25Z,2025-09-15T14:01:01Z,2025-09-15T14:01:01Z,True,main,i18n-sync-client,648,278,20,926,0,2,0,1,3,0,status: waiting review|platform: learn|scope: i18n|crowdin-sync,4,APPROVED,False,1.5766666666666667,1.5766666666666667,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62214,fix(curriculum): typo in language feedback,MERGED,Supravisor,2025-09-14T18:34:25Z,2025-09-15T03:51:39Z,2025-09-15T03:51:39Z,True,main,standUpMeetings,1,1,1,2,0,2,0,1,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,9.287222222222223,9.287222222222223,True
